name,number,airDate,overview,season,serie,serieId
Chapter Seventy-Seven: Climax,1,,"Betty and Jughead's investigation into the auteur leads them to the discovery of a secret underground for red-band screenings. Elsewhere, in order to impress the visiting Naval Academy Commandant, Archie agrees to participate in a boxing exhibition against another candidate - KO Kelly. Meanwhile, as Cheryl prepares for prom, she stumbles upon a major secret that Toni's been keeping from her.",5,Riverdale,2
Chapter Seventy-Eight: The Preppy Murders,2,,"Betty and Jughead's investigation into the auteur takes a twisted turn after receiving a call from Bret. Meanwhile, Archie is forced to make an impossible decision when the person responsible for his father's death needs his help. Elsewhere, Veronica and Hermosa come up with a plan to force Hiram into early retirement, and Cheryl makes a business move.",5,Riverdale,2
Chapter Seventy-Nine: Graduation,3,,"With Graduation Day around the corner, the gang consider their next steps beyond Riverdale High. Archie learns whether he will be able to graduate with his classmates. FP makes a difficult decision about his and Jellybean's future.",5,Riverdale,2
Chapter Eighty: Purgatorio,4,,"After spending seven years away from Riverdale, Archie returns to find the town is now under Hiram Lodge's grip and on the verge of becoming a ghost town. When Toni catches him up on what's been going on, Archie reaches out to the rest of the gang to return home.",5,Riverdale,2
Chapter Eighty-One: The Homecoming,5,,"Toni, Alice, Archie and Kevin fight to keep Riverdale High's doors open after learning that its budget had been cut by Hiram Lodge. Veronica gets creative when she discovers Chad is having her followed. Jughead starts a new job after debt collectors show up in Riverdale.",5,Riverdale,2
Chapter Eighty-Two,6,,"Archie, Betty, Veronica and Jughead prepare for their first day as Riverdale High's newest teachers. Veronica introduces her husband Chad to the group after he shows up unexpectedly in Riverdale. After realizing they are out of funds, Archie and Toni turn to Cheryl for help restarting the football and cheer teams. Finally, Betty, Kevin and Alice follow a lead after learning that Polly may be in trouble.",5,Riverdale,2
Chapter Eighty-Three: Fire in the Sky,7,,,5,Riverdale,2
Burnt Food,1,,"Dr. Shaun Murphy, a young surgeon with autism and savant syndrome, relocates from a quiet country life to join the prestigious St. Bonaventure hospital’s surgical unit. Alone in the world and unable to personally connect with those around him, his only advocate, Dr. Aaron Glassman, challenges the skepticism and prejudices of the hospital’s board and staff when he brings him in to join the team. Shaun will need to work harder than he ever has before, as he navigates his new environment and relationships to prove to his colleagues that his extraordinary medical gifts will save lives.",1,The Good Doctor,3
Mount Rushmore,2,,"Dr. Shaun Murphy’s attention to detail complicates his first day at St. Bonaventure Hospital. Meanwhile, Dr. Claire Browne learns a valuable lesson about honesty when confronted with a difficult diagnosis for her patient.",1,The Good Doctor,3
Oliver,3,,"Dr. Neil Melendez and Dr. Jared Kalu discover their patient isn’t being completely honest with them which may cost him his chance at a life-saving surgery. Meanwhile, Dr. Claire Browne must learn to communicate with Dr. Shaun Murphy as they race back to St. Bonaventure Hospital with a donated organ.",1,The Good Doctor,3
Pipes,4,,"Dr. Neil Melendez and the team have to wade through legal waters when a husband and wife have to make a life-changing decision about their unborn child. Meanwhile, Dr. Shaun Murphy struggles to adjust to his new environment at home and makes a huge step forward with his colleagues.",1,The Good Doctor,3
Point Three Percent,5,,"While in the exam area of St. Bonaventure Hospital, Dr. Shaun Murphy encounters a young patient who looks eerily similar to his deceased brother, Steve. After discovering his parents have hidden his diagnosis from him, Shaun struggles to understand why he doesn’t deserve to hear the truth about his own health. Meanwhile, the team can’t figure out what keeps triggering their patients’ increasingly severe allergic reactions and races to find the cause before the next one kills another patient.",1,The Good Doctor,3
Not Fake,6,,"Dr. Shaun Murphy and Dr. Claire Browne devise an experimental procedure that can save the leg and life of a young groom, that is if his bride-to-be and parents can learn to work together. Meanwhile, Jared struggles to emotionally connect with his patient whose scars may prove too deep to overcome.",1,The Good Doctor,3
22 Steps,7,,"Dr. Shaun Murphy has to confront prejudice from an unlikely source when he takes on the case of a patient with autism, and Dr. Jared Kalu has to learn to accept his limitations as a surgeon.",1,The Good Doctor,3
Apple,8,,"During a robbery at the grocery mart Dr. Shaun Murphy is shopping at, his communication limitations puts lives at risk. Meanwhile, after Shaun's traumatic day, Dr. Aaron Glassman worries that he isn't doing enough to help Shaun.",1,The Good Doctor,3
Intangibles,9,,"As part of St. Bonaventure hospital's international humanitarian program, the team takes on the case of a young boy from the Congo who has severe congenital heart anomalies. Dr. Neil Melendez has doubts about the safety of the procedure, while Dr. Shaun Murphy works out the best course of action. Meanwhile, Murphy's latest encounter with his neighbor Lea has him confused.",1,The Good Doctor,3
Sacrifice,10,,A charming young doctor puts a member of the surgical team in an awkward position at work; Dr. Glassman suggests that Dr. Shaun Murphy meet with a therapist.,1,The Good Doctor,3
Islands Part One (1),11,,Dr. Marcus Andrews enlists Dr. Neil Melendez on a very sensitive kidney transplant between a pair of twins; Dr. Shaun Murphy decides to take an impromptu trip with his friend Lea and leave his problems behind.,1,The Good Doctor,3
Islands Part Two (2),12,,"The twins suffer complications from their surgery forcing the team at San Jose Boneventure Hospital to make a life-changing decision. Meanwhile, Dr. Shaun Murphy returns to the hospital after his trip with Lea and decides he needs a more permanent change and gives Dr. Aaron Glassman his two weeks’ notice.",1,The Good Doctor,3
Seven Reasons,13,,"Dr. Shaun Murphy suspects his patient is lying about the reason for her injury and makes a controversial assumption about her motives. Meanwhile, Dr. Neil Melendez’s personal life could be affecting his work and, ultimately, his patients lives.",1,The Good Doctor,3
She,14,,"Dr. Shaun Murphy is surprised to learn that his young cancer patient identifies as a girl while being biologically male. Shaun must quickly learn to understand his patient, her medical needs and how to work with her family, who all feel they know what is best for her.",1,The Good Doctor,3
Heartfelt,15,,"Dr. Shaun Murphy's teenage patient has been confined to her home her entire life due to a rare heart condition. Despite her condition, she has cultivated a large group of friends online and hopes that the surgical team can find a way to give her the life she has always dreamed of having. Meanwhile, a young patient's perfectly matched organ donor is causing a moral dilemma for the parents and the patient.",1,The Good Doctor,3
Pain,16,,"When the team treats a patient who has to decide between a dangerous surgery that could change his life or remain the same, he asks Dr. Shaun Murphy what he would if he had that same choice.",1,The Good Doctor,3
Smile,17,,"Dr. Shaun Murphy questions the need for an elective surgery that will allow his young patient to smile for the first time. Meanwhile, Dr. Claire Brown and Dr. Morgan Reznick discover that their patient lied about her identity.",1,The Good Doctor,3
More,18,,"The team at St. Bonaventure needs to quickly discover the truth behind a young college student’s unexplained injuries before his condition worsens. Meanwhile, after losing his most prized possession, Shaun’s distraction during a surgical procedure may end up risking more than just his job.",1,The Good Doctor,3
Hello,1,,Shaun’s proposed treatment for a homeless patient puts him and Dr. Kalu in Dr. Andrews’ crosshairs. Claire tries to overcome Dr. Melendez’s reluctance to do a risky heart operation. Dr. Glassman faces a difficult decision about his health.,2,The Good Doctor,3
Middle Ground,2,,"As Shaun pushes back against Dr. Melendez in order to treat a gravely ill hospital janitor, Dr. Lim risks a lawsuit to repair a teenage girl’s ritual circumcision. Dr. Glassman exercises demanding oversight in choosing a doctor for his brain surgery.",2,The Good Doctor,3
36 Hours,3,,"Dr. Melendez, Dr. Brown and Dr. Park have given a young married couple two choices about their future: save the wife’s life or their future ability to start a family. Meanwhile, when Dr. Lim has to take care of some personal business, she leaves oversight of the emergency room to Dr. Murphy and Dr. Reznick; and Dr. Glassman’s post-op recovery leaves him struggling to get the rest he needs for recovery and also confronting his relationship with his daughter.",2,The Good Doctor,3
